Sum_Parameter;Rotational speed [rpm];Torque [Nm];Tool wear [min];Air temperature [K];Process temperature [K];Machine failure
0;1425;47.5;76;299.0;310.5;0
0;1483;39.0;109;299.0;310.4;0
0;1545;31.5;192;300.3;309.3;0
0;1466;43.1;59;301.7;310.5;0
0;1416;45.9;94;297.6;308.8;0
0;1611;34.6;155;297.6;309.2;0
0;1658;30.7;7;303.3;311.4;0
0;1566;35.8;176;296.3;307.3;0
0;1280;57.2;221;300.2;310.4;0
0;1565;42.0;189;302.9;312.2;0
0;1397;49.2;121;297.5;308.7;0
0;1576;35.2;113;297.2;308.3;0
0;1548;38.0;222;301.5;310.7;0
0;1707;28.1;89;299.1;308.9;0
0;1384;50.6;148;297.3;308.7;0
0;1491;42.9;165;301.0;309.6;0
0;1717;27.7;34;298.7;308.6;0
0;1465;37.1;0;298.1;307.6;0
0;1427;43.8;88;302.3;311.8;0
0;1734;29.9;72;300.4;311.7;0
0;1388;54.6;133;300.4;309.8;0
0;1572;36.7;3;300.9;310.7;0
0;1476;39.6;53;301.1;311.1;0
0;1299;60.3;158;302.3;311.1;0
0;1446;44.7;161;298.5;308.0;0
0;1936;22.9;181;301.3;310.4;0
0;1298;47.1;19;300.4;310.4;0
0;1408;47.3;137;300.8;310.2;0
0;1621;32.7;114;296.8;307.6;0
0;1274;68.2;141;297.5;309.1;0
0;1904;20.3;132;298.2;309.1;0
0;1610;48.5;23;299.2;308.4;0
0;1584;31.3;162;297.1;308.1;0
0;1757;28.0;179;298.1;308.0;0
0;1629;31.5;171;302.5;312.0;0
0;1434;46.9;157;298.8;309.5;0
0;1416;46.1;16;301.2;310.8;0
0;1447;42.0;98;300.4;311.5;0
0;1377;46.4;48;298.7;308.5;0
0;1610;32.1;0;300.0;309.2;0
0;1550;42.9;104;301.0;311.5;0
0;1465;39.9;0;298.3;309.4;0
0;1543;43.3;194;302.1;311.4;0
0;1376;52.8;152;302.4;312.2;0
0;1549;37.7;131;300.8;311.1;0
0;1356;47.7;26;300.1;309.4;0
0;1491;41.4;38;298.6;308.4;0
0;1436;45.3;126;302.0;310.6;0
0;1486;42.4;160;302.6;310.8;0
0;1433;53.6;135;303.7;312.5;0
0;1429;40.0;121;299.1;310.1;0
0;1434;51.2;98;299.7;309.2;0
0;1479;40.2;199;301.0;310.8;0
0;1477;42.8;2;297.2;308.0;0
0;1751;30.5;90;302.4;310.2;0
0;1570;40.9;33;298.5;308.7;0
0;1440;41.6;144;298.8;309.9;0
0;1553;36.9;131;298.8;309.8;0
0;1435;42.5;25;298.6;310.0;0
0;1540;50.1;7;298.4;308.0;0
0;2029;19.9;110;295.6;306.1;0
0;1471;44.3;88;297.2;308.7;0
0;1523;47.0;152;303.7;312.3;0
0;1378;49.1;173;300.3;309.3;0
0;1488;39.4;166;300.7;310.5;0
0;1456;40.7;124;297.2;308.5;0
0;1803;26.0;206;299.6;310.9;0
0;1435;43.4;9;299.1;308.3;0
0;1419;41.5;198;298.5;309.6;0
0;1419;45.9;114;299.0;310.2;0
0;1505;43.1;129;300.9;311.2;0
0;1325;52.2;41;298.6;309.5;0
0;1608;35.3;210;302.1;311.0;0
0;1437;45.1;94;298.9;310.2;0
0;1404;46.6;23;297.3;308.4;0
0;1496;39.0;139;301.4;311.1;0
0;1444;40.9;111;298.1;307.7;0
0;1486;45.9;78;297.5;308.3;0
0;1357;51.7;26;298.2;308.5;0
0;1384;42.5;20;301.0;310.4;0
0;1499;38.0;144;300.8;310.6;0
0;1493;34.6;156;296.9;307.9;0
0;1511;36.7;154;298.2;308.3;0
0;1513;38.0;168;301.1;310.0;0
0;1502;40.8;188;297.1;308.3;0
0;1761;31.7;206;300.5;310.6;0
0;1447;42.8;0;302.1;310.7;0
0;1379;49.9;63;298.8;309.0;0
0;1463;44.6;185;299.8;309.2;0
0;1536;34.5;154;300.2;309.4;0
0;1511;37.5;116;300.9;309.5;0
0;1550;40.5;97;300.0;309.3;0
0;1429;44.3;163;300.7;311.1;0
0;1606;29.4;14;297.4;308.2;0
0;1355;44.2;73;297.4;308.4;0
0;1475;41.9;146;298.0;308.8;0
0;1452;43.2;2;297.6;308.6;0
0;1434;47.2;191;300.9;310.8;0
0;1601;35.0;196;298.1;308.0;0
0;1453;45.1;159;301.4;311.0;0
0;1612;31.1;141;297.5;309.7;0
0;1685;29.9;99;299.0;310.4;0
0;1505;44.5;18;300.7;310.6;0
0;1390;51.3;173;297.6;308.6;0
0;1233;52.3;73;300.6;310.2;0
0;1520;36.2;129;299.0;308.5;0
0;1581;36.1;193;302.3;310.9;0
0;1495;32.8;94;298.1;309.9;0
0;1545;34.2;176;299.9;309.4;0
0;1450;43.4;59;301.3;310.8;0
0;1546;33.9;180;296.3;307.2;0
0;1692;29.6;199;300.8;310.7;0
0;1429;43.9;148;301.0;310.6;0
0;1751;27.5;75;298.2;307.8;0
0;1600;31.5;183;301.7;310.5;0
0;1372;61.5;85;302.4;311.3;0
0;1446;48.8;5;298.6;309.6;0
0;1491;40.6;73;299.4;309.2;0
0;1463;43.9;9;298.3;309.9;0
0;1354;53.0;172;297.9;308.5;0
0;1697;28.2;170;300.6;309.7;0
0;1408;40.0;158;300.3;311.1;0
0;1384;49.5;35;298.0;309.2;0
0;1493;35.5;175;299.1;310.0;0
0;1483;40.0;190;297.9;308.8;0
0;1711;28.9;182;301.9;310.9;0
0;1629;35.3;73;302.2;310.1;0
0;1562;33.0;104;297.2;308.1;0
0;1650;42.8;160;299.6;309.2;0
0;1526;41.0;120;301.5;310.8;0
0;1392;37.1;193;300.4;310.0;0
0;1447;40.7;106;298.6;309.6;0
0;1555;36.9;216;297.0;308.4;0
0;1543;54.8;186;301.3;310.0;0
0;1412;49.4;20;300.2;309.4;0
0;1397;45.0;54;303.6;313.0;0
0;1413;48.9;16;302.2;310.7;0
0;1528;35.2;196;300.3;309.3;0
0;1564;37.7;18;300.8;310.1;0
0;1521;37.6;104;300.6;309.4;0
0;1413;48.8;130;297.3;308.7;0
0;1356;44.9;174;300.8;311.2;0
0;1514;31.9;0;300.0;311.4;0
0;1654;32.1;21;300.1;310.4;0
0;1502;39.3;199;298.0;308.7;0
0;1576;33.1;181;299.4;310.8;0
0;1356;46.3;20;298.1;308.3;0
0;1470;43.4;35;300.1;311.3;0
0;1434;49.0;121;300.5;310.7;0
0;1738;27.7;20;297.7;308.4;0
0;1525;39.7;209;303.8;312.5;0
0;1510;43.4;47;303.3;311.5;0
0;1447;54.7;179;297.4;309.0;0
0;1470;36.8;161;301.3;311.0;0
1;1309;60.2;191;302.2;311.0;1
0;1608;33.3;123;301.3;310.8;0
0;1610;35.5;57;303.2;311.3;0
0;1410;50.0;59;298.5;308.2;0
0;1438;36.2;196;298.4;308.2;0
0;1392;45.9;170;299.6;308.9;0
0;1402;50.9;68;302.4;310.7;0
0;1442;45.5;39;296.3;307.2;0
0;1471;42.6;162;302.8;312.3;0
0;1368;55.8;82;300.2;311.6;0
0;1508;48.0;76;299.0;310.5;0
0;1553;29.8;148;298.3;309.4;0
0;1491;51.3;136;300.3;309.6;0
0;1448;44.3;73;297.2;308.0;0
0;1452;39.2;88;302.3;311.3;0
0;1613;36.9;173;299.1;310.6;0
0;1465;41.7;0;302.8;312.1;0
0;1410;51.6;71;298.1;308.1;0
0;1891;22.1;57;299.6;309.2;0
0;1483;41.9;47;297.3;308.3;0
0;1593;34.7;9;301.0;310.7;0
0;1443;47.2;74;300.6;310.8;0
0;1457;44.1;20;299.1;308.9;0
0;1551;33.7;215;300.4;309.6;0
0;1430;48.7;87;301.5;311.1;0
0;1413;48.4;153;299.6;309.0;0
0;1525;41.9;41;301.4;310.3;0
0;1629;30.6;90;300.5;311.5;0
0;1604;34.9;13;298.4;308.2;0
0;1511;36.1;157;298.8;308.4;0
0;1511;39.9;0;298.7;309.0;0
0;1530;36.2;63;297.6;309.5;0
0;1499;38.2;4;299.2;308.4;0
0;1967;19.0;129;303.1;311.1;0
0;1639;34.0;28;302.2;311.7;0
0;1488;42.8;121;298.8;309.8;0
0;1380;48.0;119;300.3;311.8;0
0;1557;41.3;16;301.8;310.8;0
0;1386;52.8;69;302.2;311.6;0
0;1548;38.0;132;302.1;310.8;0
0;1626;30.4;192;303.8;312.7;0
0;1648;30.6;144;296.4;307.2;0
0;1492;40.2;25;298.9;310.1;0
0;1430;51.1;75;302.8;312.5;0
0;1443;43.8;209;300.7;310.4;0
0;1400;43.2;173;303.6;312.8;0
0;1421;50.3;33;298.5;309.3;0
0;1548;36.0;0;297.8;308.8;0
0;1759;25.8;209;300.2;310.3;0
0;1469;45.7;156;297.3;308.1;0
0;1564;36.1;46;300.3;310.4;0
0;1339;52.4;37;295.7;306.3;0
0;1325;44.9;203;298.0;310.0;0
0;1510;38.9;0;298.9;308.9;0
0;1414;47.7;2;300.2;311.6;0
0;1331;59.1;131;301.1;311.0;0
0;1729;27.6;187;301.0;310.9;0
0;1437;31.5;27;301.8;310.9;0
0;1656;31.6;47;303.3;311.5;0
0;1521;38.1;33;302.3;311.4;0
0;1463;43.9;181;300.1;310.0;0
0;1589;35.6;137;301.1;311.2;0
0;1665;32.4;179;301.2;312.3;0
0;1495;46.4;11;300.3;311.0;0
0;1401;50.1;193;301.9;310.6;0
0;1752;26.8;52;302.2;310.9;0
0;1554;39.1;57;300.2;311.6;0
0;1570;35.1;176;301.3;310.0;0
0;1495;40.9;35;300.9;310.9;0
0;1459;45.6;85;296.9;308.0;0
0;1582;36.0;141;297.5;308.6;0
0;1479;43.4;57;298.3;308.0;0
0;1492;41.5;197;301.0;312.2;0
0;1472;39.9;17;296.3;307.4;0
0;1431;32.6;13;300.2;309.2;0
0;1552;33.2;139;299.7;311.1;0
0;1470;49.7;84;301.3;311.0;0
0;1570;37.2;18;301.0;310.9;0
0;1630;32.9;50;297.2;308.3;0
0;1819;24.1;81;299.1;310.3;0
0;1390;62.0;94;298.4;308.1;0
0;1614;31.1;221;300.0;309.5;0
0;1425;54.9;71;298.7;309.9;0
1;1426;45.3;73;300.2;311.5;0
0;1395;57.3;145;299.1;308.5;0
0;1707;32.7;0;298.6;309.0;0
0;1445;40.6;125;301.0;310.8;0
0;1771;28.1;149;297.6;308.1;0
0;1559;37.6;168;302.6;311.4;0
0;1443;43.5;68;300.2;311.8;0
0;1551;42.3;126;295.6;306.1;0
0;1348;58.8;202;298.0;308.2;0
0;1729;32.1;156;300.7;310.7;0
0;1498;43.1;157;302.6;312.2;0
0;1375;49.9;154;298.7;309.0;0
1;1555;38.2;107;298.2;308.9;0
0;1567;45.9;99;298.3;310.1;0
0;1573;34.6;144;297.3;308.6;0
0;1585;32.2;89;298.5;309.5;0
0;1462;45.3;154;297.3;308.1;0
0;1616;32.8;35;298.1;308.1;0
0;1635;30.3;192;298.4;309.3;0
0;1636;36.6;11;300.1;309.2;0
0;1434;48.3;210;300.1;311.0;0
0;1704;30.8;61;298.7;308.5;0
0;1449;42.4;172;300.2;311.6;0
0;1335;53.6;173;296.6;307.4;0
0;1573;33.9;86;298.6;309.5;0
0;1748;30.3;30;301.0;310.7;0
0;1332;46.4;76;298.6;309.7;0
0;1558;36.9;143;298.7;309.7;0
0;1471;37.9;85;300.7;310.9;0
0;1597;43.1;82;300.3;309.6;0
0;1576;36.4;86;297.7;308.5;0
0;1492;41.1;148;302.2;311.4;0
0;1493;37.8;206;301.0;310.6;0
0;1668;31.2;101;304.2;313.7;0
0;1456;44.9;99;298.5;309.8;0
0;1559;39.2;94;299.0;310.1;0
0;1378;49.3;49;302.3;311.4;0
0;1446;45.0;165;301.0;310.9;0
0;1616;34.2;76;300.9;309.8;0
0;1475;47.6;60;300.0;310.1;0
0;1623;33.1;146;301.0;309.7;0
0;1437;48.1;25;297.1;308.4;0
0;1492;44.1;233;298.8;310.2;0
0;1326;53.6;135;297.6;308.4;0
0;1669;29.7;7;299.3;310.9;0
0;1594;35.8;51;300.0;309.6;0
0;1446;47.1;32;298.8;310.3;0
0;1376;54.1;100;298.6;309.6;0
0;1366;59.0;148;298.8;310.3;0
0;1429;46.5;7;298.2;308.6;0
0;1625;37.9;31;297.0;308.4;0
0;1278;60.5;32;298.6;308.5;0
0;1402;37.8;41;297.4;308.2;0
0;1626;30.7;70;297.4;308.4;0
0;1466;39.4;184;300.4;309.7;0
0;1538;36.0;18;299.0;309.0;0
0;1639;32.1;107;303.0;312.4;0
0;1402;45.6;146;298.2;308.9;0
0;1711;28.3;217;300.9;311.9;0
0;1526;36.7;148;301.0;310.9;0
0;1492;44.6;15;301.0;310.8;0
0;1545;35.0;166;298.2;309.1;0
0;1384;59.2;40;303.5;311.4;0
0;1487;46.9;173;297.3;308.5;0
0;1557;33.4;45;299.0;310.0;0
0;1483;46.5;22;300.6;310.2;0
0;1378;38.1;92;300.1;310.4;0
0;1496;46.1;78;300.6;310.6;0
0;1382;44.6;131;298.7;309.7;0
0;1540;35.0;158;299.7;310.7;0
0;1533;38.5;64;299.3;310.4;0
0;1530;35.4;94;300.1;311.4;0
0;1393;41.6;5;299.5;310.7;0
0;1495;35.2;193;302.0;310.8;0
0;1400;54.3;34;297.8;309.2;0
0;1493;38.7;94;298.1;308.8;0
0;1474;47.4;132;299.2;308.9;0
0;1529;32.7;23;298.9;308.8;0
0;1567;35.7;112;300.5;312.0;0
0;1618;30.3;125;299.6;311.1;0
0;1444;40.6;188;303.1;312.2;0
0;1557;38.3;150;298.6;309.5;0
0;1472;45.7;53;300.2;309.6;0
0;1648;35.9;10;300.6;310.2;0
0;1551;39.4;13;301.2;309.9;0
0;1627;35.6;126;302.3;310.9;0
0;1551;40.3;7;299.4;310.8;0
0;1446;43.7;134;297.3;308.6;0
0;1474;39.2;104;300.0;309.5;0
0;1486;42.1;56;300.2;309.6;0
0;1595;48.0;201;298.4;309.4;0
0;1443;47.1;142;303.3;312.7;0
0;1492;47.3;56;300.5;311.9;0
0;1545;36.1;110;297.5;308.7;0
0;1423;44.0;192;299.1;310.4;0
0;1527;38.5;98;298.0;308.7;0
0;1694;33.0;33;296.8;307.8;0
0;1539;35.7;81;298.7;309.6;0
0;1624;34.6;0;300.5;311.3;0
0;1629;45.5;41;300.1;311.4;0
0;1873;24.8;124;300.6;310.4;0
0;1578;35.6;213;301.6;310.6;0
0;1867;23.5;140;300.8;310.9;0
0;1418;45.9;2;300.2;309.5;0
0;1474;32.8;156;298.2;308.0;0
0;1431;44.8;0;301.7;310.5;0
0;1391;39.5;17;296.8;308.1;0
0;1462;40.3;113;298.4;308.5;0
0;1619;30.9;142;303.8;312.4;0
0;1552;34.6;39;299.9;309.0;0
0;1465;35.0;5;299.2;308.4;0
0;1420;53.8;74;300.7;312.3;0
0;1564;38.8;98;300.6;309.6;0
0;1410;43.6;210;299.5;309.0;0
0;1612;30.2;18;297.7;309.6;0
0;1374;55.2;15;300.5;309.8;0
0;1463;44.9;0;298.3;309.2;0
0;1505;44.5;59;301.7;310.6;0
0;1507;36.1;8;301.1;310.6;0
0;1576;33.6;126;302.6;311.5;0
0;1561;33.1;48;300.6;310.5;0
0;1537;36.1;5;299.3;308.6;0
0;1428;36.6;99;301.2;312.2;0
0;1723;26.6;168;298.1;309.0;0
0;1588;33.0;138;300.4;309.6;0
0;1551;48.2;186;298.2;307.9;0
0;1797;24.7;80;297.3;307.9;0
1;1366;43.9;71;300.3;311.4;0
0;1429;30.3;118;300.6;309.7;0
0;1681;31.3;219;300.8;311.7;0
0;1439;45.6;102;298.3;307.6;0
0;1518;40.6;125;298.7;309.1;0
0;1428;47.8;97;300.0;309.6;0
0;1782;23.2;56;302.4;310.1;0
0;1492;37.0;7;301.0;311.0;0
0;1483;41.5;169;300.3;311.7;0
0;1458;51.7;141;303.5;312.3;0
0;1480;41.4;149;301.5;311.1;0
0;1595;32.0;102;301.5;310.5;0
0;1498;38.1;2;298.9;310.6;0
0;1525;39.0;119;302.5;310.3;0
0;1428;43.9;103;303.0;311.2;0
0;1456;45.2;0;301.2;309.9;0
0;1627;31.1;59;302.4;311.7;0
0;1375;57.4;158;298.5;308.2;0
0;1809;25.1;148;296.6;307.6;0
0;1587;54.3;118;297.5;308.5;0
0;1676;25.7;69;299.1;308.6;0
0;1349;46.6;140;297.3;308.7;0
0;1445;43.8;70;298.5;309.7;0
0;1614;32.9;106;297.5;308.4;0
0;1666;29.7;120;302.4;311.3;0
0;1434;46.4;33;298.7;308.4;0
0;1552;31.9;165;300.2;311.6;0
0;1400;40.0;31;297.3;308.4;0
0;1393;52.4;27;300.5;312.0;0
0;1753;26.4;205;302.3;311.4;0
0;1459;41.7;53;300.1;309.3;0
0;1566;30.6;127;298.2;307.8;0
0;1445;47.6;25;300.2;310.2;0
0;1446;48.5;0;299.0;308.9;0
0;1539;36.1;215;298.0;307.5;0
0;1779;28.0;97;300.6;310.9;0
0;1477;42.4;137;301.9;310.5;0
0;1521;34.9;195;301.6;310.4;0
0;1510;43.1;104;298.3;309.0;0
0;1453;39.9;188;300.8;310.9;0
0;1362;48.0;189;298.9;308.5;0
0;1428;37.3;179;297.1;307.8;0
0;1579;34.1;126;298.3;308.7;0
0;1457;43.1;12;300.3;311.7;0
0;1458;46.9;59;298.1;307.9;0
0;1352;49.4;171;302.7;310.8;0
0;1570;40.7;14;300.5;311.9;0
0;1683;31.1;111;298.1;307.7;0
0;1615;37.3;95;301.2;310.7;0
0;1419;37.7;210;297.1;308.1;0
0;1757;27.5;183;297.9;308.6;0
0;1556;40.0;135;302.9;311.1;0
0;1314;47.8;119;298.0;307.8;0
0;1616;34.5;176;300.5;309.7;0
0;1366;55.9;202;301.8;311.2;0
0;1486;40.9;110;298.5;309.9;0
0;1402;44.2;22;300.9;310.8;0
0;1511;39.8;50;300.1;309.5;0
0;1694;30.9;12;299.8;310.4;0
0;1566;36.0;124;297.3;308.1;0
0;1564;48.4;35;299.3;308.4;0
0;1419;42.6;173;298.8;309.3;0
0;1646;30.8;141;299.4;309.2;0
0;1397;48.5;63;298.1;308.5;0
0;1455;48.1;143;297.6;308.6;0
0;1469;43.0;40;297.9;308.8;0
0;1429;28.0;179;299.0;308.6;0
0;1501;40.7;61;298.8;308.8;0
0;2142;15.8;167;300.4;309.7;0
0;2168;17.7;186;303.6;312.1;0
0;1679;29.6;27;298.2;308.4;0
0;1515;40.9;44;300.1;309.8;0
0;1405;50.9;98;300.1;310.5;0
0;1499;37.2;191;301.7;310.1;0
0;1448;45.4;122;297.0;309.1;0
0;1605;35.3;155;298.1;308.2;0
0;1512;36.3;192;299.0;310.0;0
0;1529;35.2;215;300.4;309.5;0
0;1468;39.3;165;299.1;310.6;0
0;1506;40.9;124;302.8;312.6;0
1;1372;42.9;85;303.5;312.0;1
0;1523;47.6;156;299.3;309.0;0
0;1695;30.8;25;300.9;310.5;0
0;1479;45.5;214;299.8;309.3;0
0;1474;37.2;155;300.2;311.5;0
0;1441;40.7;124;297.2;308.6;0
0;1295;52.4;166;297.5;309.4;0
0;1597;37.5;96;301.3;311.0;0
0;1593;32.9;148;301.6;311.0;0
0;1502;43.9;86;301.7;309.9;0
0;1396;48.5;5;299.2;308.5;0
0;1533;33.2;147;298.2;307.6;0
0;1653;31.4;9;300.7;309.5;0
0;1463;42.6;114;300.8;310.5;0
0;1356;51.9;156;297.4;308.0;0
1;1352;49.7;184;299.7;309.5;1
0;1501;35.1;156;301.1;309.6;0
0;1649;31.9;29;302.4;310.1;0
0;1466;46.4;119;299.0;308.6;0
0;1402;47.0;104;297.6;308.6;0
0;1518;32.8;65;298.1;308.1;0
0;1389;50.6;0;300.1;311.4;0
0;1377;54.9;172;299.2;310.6;0
0;1286;62.9;156;300.9;311.0;0
0;1831;23.4;87;300.4;311.2;0
0;1474;39.0;198;297.8;309.8;0
0;1397;45.4;96;300.9;310.5;0
0;1685;31.9;66;304.1;313.0;0
0;1490;40.3;175;298.4;309.7;0
0;1413;46.4;86;299.7;309.4;0
0;1510;45.7;48;300.2;311.6;0
0;1470;44.3;158;300.5;309.7;0
0;1629;31.5;170;301.5;310.7;0
0;1356;43.9;127;296.9;308.1;0
0;1403;50.0;175;301.0;310.4;0
0;1366;50.7;179;297.1;307.8;0
0;1429;45.7;149;300.8;310.6;0
0;1571;35.9;130;299.8;309.2;0
0;1548;44.5;20;302.3;311.5;0
0;1487;35.2;118;298.2;309.4;0
0;1421;43.2;96;300.2;309.4;0
0;1514;49.0;214;301.8;309.6;0
0;1541;35.8;114;300.6;309.8;0
0;1560;40.4;191;299.8;309.1;0
0;1436;32.4;90;298.1;309.0;0
0;1510;51.0;66;301.0;310.8;0
0;1301;56.8;26;298.1;308.3;0
0;1505;42.0;187;301.7;311.1;0
0;1466;41.0;12;297.3;308.1;0
0;1543;37.5;11;299.2;308.5;0
0;1425;43.8;13;297.5;308.5;0
0;1432;43.8;142;300.7;310.7;0
0;1410;48.3;127;300.1;309.7;0
0;1574;33.6;146;300.7;309.6;0
0;1521;41.9;142;299.6;309.4;0
0;1906;21.7;15;301.5;311.1;0
0;1480;40.1;165;296.8;307.8;0
0;1491;38.3;97;301.6;310.6;0
0;1611;32.8;13;296.9;308.0;0
0;1459;39.2;204;297.4;308.1;0
0;1438;48.3;80;302.7;310.9;0
0;1369;50.8;135;302.1;311.1;0
0;1675;33.0;192;297.3;308.3;0
0;1544;33.8;110;298.4;309.5;0
0;1536;38.4;65;301.3;310.4;0
0;1629;33.6;32;299.2;310.5;0
0;1706;27.1;114;301.9;310.5;0
0;1385;51.0;137;298.2;307.9;0
0;1578;42.0;189;297.4;309.0;0
1;1362;50.6;192;299.7;310.7;1
0;1526;40.0;30;298.8;309.9;0
0;1913;21.9;87;300.0;311.2;0
0;1463;46.7;0;297.6;308.6;0
0;1645;37.6;169;298.6;309.5;0
0;1638;32.7;126;297.7;308.9;0
0;1571;33.7;137;298.8;308.7;0
0;1616;31.6;174;300.1;309.5;0
0;1707;35.0;165;300.4;311.8;0
0;1610;36.2;37;300.1;311.4;0
0;1384;50.5;59;302.4;310.9;0
0;1541;51.2;160;304.0;312.7;0
0;1417;53.2;62;299.1;310.5;0
0;2033;18.6;68;297.6;309.3;0
0;1601;33.0;76;299.0;310.4;0
0;1570;43.7;154;300.3;311.7;0
0;1310;56.1;135;300.9;311.9;0
0;1353;53.5;194;300.3;309.2;0
0;1495;37.0;105;300.3;311.4;0
0;1455;44.6;162;298.7;309.6;0
0;1370;51.1;69;299.2;308.5;0
0;1753;41.3;0;298.3;308.2;0
0;1507;37.3;74;300.6;311.7;0
0;1578;33.5;124;302.0;311.0;0
0;1336;61.9;159;298.0;307.9;0
0;1679;29.5;171;297.5;309.1;0
0;1432;37.1;161;297.2;308.6;0
0;1429;46.5;201;298.0;307.8;0
0;1536;38.7;203;302.5;311.1;0
0;1610;32.2;17;302.7;310.7;0
0;1499;44.2;32;297.4;308.6;0
0;1341;53.4;170;297.7;308.7;0
0;1628;31.9;38;298.6;308.4;0
0;1541;41.7;180;300.9;310.4;0
0;1688;33.7;160;302.4;310.1;0
0;1635;32.4;181;299.4;308.6;0
0;1423;48.7;84;300.0;309.6;0
0;1448;45.9;199;296.6;307.5;0
0;1549;36.9;107;302.1;310.5;0
0;1568;36.6;120;298.0;308.7;0
0;1435;41.4;57;297.9;307.8;0
0;1502;42.0;103;298.3;308.3;0
0;1519;40.9;60;300.0;310.1;0
0;1340;57.3;90;297.4;308.5;0
0;1635;32.2;2;297.4;308.2;0
0;1582;33.4;7;298.7;309.8;0
0;1574;35.2;31;298.8;309.7;0
0;1446;53.2;12;299.4;310.9;0
0;1584;42.0;161;298.4;308.4;0
0;1608;49.6;21;300.2;310.2;0
0;1794;26.1;174;302.3;311.8;0
0;1354;52.1;62;298.9;309.9;0
0;1515;35.0;55;298.9;308.6;0
0;1401;51.4;47;300.2;311.6;0
0;1601;32.9;199;300.9;310.9;0
0;1487;47.6;76;298.2;309.0;0
0;1446;43.7;13;297.4;308.3;0
0;1521;34.1;50;300.2;311.5;0
0;1433;42.5;2;299.3;309.1;0
0;1548;40.4;121;301.5;310.6;0
0;1343;50.2;98;300.2;309.7;0
0;1384;48.7;104;301.6;310.6;0
0;1455;40.4;125;297.5;308.6;0
0;1365;53.0;175;299.7;309.2;0
0;1800;24.3;139;299.4;309.0;0
0;1638;35.4;0;298.1;308.4;0
0;1550;40.4;98;301.4;311.1;0
0;1662;33.6;100;298.2;307.8;0
0;1474;51.6;88;300.6;310.6;0
0;1183;68.0;92;300.6;310.3;1
0;1567;35.6;143;303.5;312.8;0
0;1523;48.9;33;296.8;307.5;0
0;1396;52.8;102;298.2;308.8;0
0;1598;33.7;76;302.1;310.8;0
0;1501;41.3;220;297.6;309.5;0
0;1497;42.1;57;297.6;308.6;0
0;1546;44.5;171;295.6;306.2;0
0;1704;33.5;181;298.9;308.6;0
0;1474;40.2;64;297.1;308.7;0
0;1612;37.6;24;297.5;308.5;0
0;1418;44.7;199;298.1;309.1;0
0;1724;27.7;132;303.3;312.6;0
0;1547;40.3;73;303.5;312.9;0
0;1490;42.4;158;298.0;308.6;0
0;1519;37.2;210;301.4;310.6;0
0;1295;53.0;165;298.8;310.0;0
0;1397;51.3;155;300.6;309.7;0
0;1425;45.1;76;298.9;310.2;0
0;1891;22.9;23;301.5;310.7;0
0;1479;41.7;112;297.5;308.7;0
0;1461;42.9;29;297.5;308.3;0
0;1459;47.3;139;298.8;310.1;0
0;1469;48.6;48;298.5;308.1;0
0;1822;24.2;123;299.1;308.2;0
0;1563;39.2;2;302.6;310.5;0
0;1437;36.2;95;298.2;309.0;0
0;1442;43.5;204;297.4;308.8;0
0;1523;34.9;186;300.2;309.4;0
0;1568;36.8;79;298.1;308.1;0
0;1633;31.4;148;298.0;309.6;0
0;1438;45.2;105;298.1;308.4;0
0;1630;30.1;92;299.0;309.9;0
0;1512;40.2;73;299.0;309.5;0
0;1405;48.9;173;298.7;309.2;0
0;1268;63.0;184;300.6;310.6;0
0;1467;36.1;149;298.5;309.4;0
0;1398;43.4;203;299.7;310.5;0
0;1446;57.1;71;300.2;310.3;0
0;1493;38.4;188;302.4;311.8;0
0;1395;49.7;192;302.4;311.1;0
0;1436;22.7;49;300.0;309.5;0
0;1499;38.9;25;303.3;312.6;0
0;1454;44.9;33;302.2;311.4;0
0;1470;39.6;105;298.0;308.4;0
0;1513;36.3;215;302.3;310.8;0
0;1431;36.8;105;297.3;308.8;0
0;1517;39.2;147;301.0;310.9;0
0;1445;43.9;171;298.3;309.4;0
0;1491;42.4;189;300.7;311.5;0
0;1386;42.3;195;299.8;310.1;0
0;1801;23.8;21;300.2;311.2;0
0;1405;42.2;59;300.7;312.4;0
0;1551;44.9;94;302.5;311.9;0
0;1732;25.2;48;302.1;311.5;0
0;1302;59.6;7;301.0;310.7;0
0;1461;44.3;154;297.3;308.1;0
0;1387;41.1;209;299.1;308.8;0
0;1469;43.0;102;298.2;308.9;0
0;1492;42.5;146;300.0;309.4;0
0;1470;43.8;111;301.1;312.3;0
0;1553;47.3;52;299.3;309.1;0
0;1597;36.1;170;299.6;310.3;0
0;1740;27.1;211;299.7;309.2;0
0;1527;38.6;176;302.5;310.5;0
0;1550;36.3;4;299.2;308.4;0
0;1579;34.7;148;297.2;308.6;0
0;1477;39.0;44;297.6;308.7;0
0;1634;30.4;168;301.5;310.9;0
0;1429;32.7;18;298.5;310.1;0
0;1611;37.3;86;299.8;309.1;0
0;1535;28.2;120;303.5;311.5;0
0;1523;44.7;198;297.4;308.5;0
0;1459;48.7;125;298.4;308.7;0
0;1634;27.9;176;298.8;308.2;0
0;1593;34.7;155;298.5;309.4;0
0;1332;52.3;98;298.7;309.9;0
0;1590;37.0;13;302.2;311.5;0
0;1433;47.5;119;296.2;306.7;0
0;1463;48.9;199;297.0;307.9;0
0;1459;34.9;155;300.4;309.2;0
